,objid,ps_score,angDist,_RAJ2000,_DEJ2000,Filt1,Filt2,RAJ2000,DEJ2000,ABmag1,mag1,Errmag1,Field1,RA2deg,DE2deg,ABmag2,mag2,Errmag2,Field2,Sep,objID,RAJ2000.1,DEJ2000.1,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
8108,156970100126810293,0.70783335,0.314124,10.0127,40.8081,FUVCaF2,FUVSapphire,10.0127,40.8081,21.886,19.485,0.137,14,10.0126,40.8081,22.0,19.879,0.131,14,0.16,156970100126810293,10.0126614,40.80801778,0.026,0.018,0,436527104,52,55844.60715278,4,32,20.5718,0.0198,20.4891,0.0381,16892216,20.8845,0.0255,20.7821,0.0853,115000,21.3257,0.0367,21.3144,0.0964,115000,,,,,114720,,,,,16416
8109,156890101143619560,0.571875,0.090472,10.1144,40.7491,FUVCaF2,FUVSapphire,10.1144,40.7491,21.3,18.899,0.113,14,10.1144,40.7491,21.425,19.304,0.106,14,0.02,156890101143619560,10.11436867,40.74910826,0.036,0.021,0,444915712,53,56020.044375,3,28,20.6812,0.0185,20.5924,0.0673,16892216,20.787,0.0467,20.6663,0.1148,16892216,20.7408,0.0412,20.4506,0.0586,16892216,,,,,16416,,,,,16416
8110,157180101809266517,0.92691666,0.256382,10.181,40.9882,NUVN2,NUVB15,10.181,40.9882,22.274,20.557,0.224,3,10.1809,40.9882,20.994,19.494,0.177,3,0.31,157180101809266517,10.18090631,40.98819161,0.021,0.014,90,436527104,52,55899.18616898,5,62,19.513,0.0101,19.7137,0.0248,115000,19.5872,0.0115,19.8314,0.015,115000,19.7583,0.0207,20.0083,0.0446,115000,19.7467,0.0289,19.9703,0.042,115000,19.6668,0.0777,19.7666,0.1094,115000
8113,157050105848518893,0.79170835,0.5372,10.5848,40.882,NUVN2,NUVB15,10.5848,40.882,22.082,20.365,0.191,3,10.5849,40.8819,21.598,20.098,0.238,3,0.6,157050105848518893,10.58487693,40.88186258,0.051,0.029,0,168091648,20,55945.20814815,10,24,21.2557,0.0391,21.404,0.1043,115000,21.0308,0.0913,21.2231,0.1404,115000,21.387,0.1115,,,98616,20.6802,0.1765,,,115000,,,,,114720
8117,157040099469987013,0.7605893,0.098983,9.947,40.872,FUVCaF2,FUVSapphire,9.947,40.872,20.365,17.964,0.053,"14, 17",9.9471,40.872,20.777,18.656,0.059,"14, 17",0.12,157040099469987013,9.94697642,40.87197907,0.008,0.007,0,436527104,52,56037.79380787,5,67,18.9779,0.0085,18.8869,0.0669,16892216,19.1315,0.0126,19.1845,0.0357,115000,19.3122,0.01,19.0249,0.0458,16892216,19.4247,0.0202,19.2996,0.0374,16892216,19.5653,0.0423,19.4398,0.074,115000
8124,156810098183140131,0.67111605,0.070588,9.8183,40.6746,FUVCaF2,FUVSapphire,9.8183,40.6746,21.918,19.517,0.144,14,9.8183,40.6746,21.663,19.542,0.111,14,0.07,156810098183140131,9.8183109,40.67458222,0.061,0.051,0,436527104,52,55688.33380787,2,12,21.6232,0.0547,21.7426,0.1268,115000,21.7557,0.0306,22.0262,0.1385,115000,,,,,16416,,,,,16416,,,,,0
8125,157030106284384334,0.78519344,0.415453,10.6285,40.8614,FUVCaF2,NUVB15,10.6285,40.8614,22.831,20.43,0.226,6,10.6285,40.8615,22.167,20.45,0.216,3,0.18,157030106284384334,10.62843765,40.86150533,0.14,0.041,0,444915712,53,56046.92390046,1,10,21.1439,0.0519,19.4654,0.236,16892216,,,,,16416,,,,,16416,,,,,16416,,,,,16416
8134,157020106000310262,0.6875655,0.534125,10.6002,40.8498,NUVN2,NUVB15,10.6002,40.8498,22.237,20.52,0.16,"3, 6",10.6,40.8498,21.691,20.191,0.252,3,0.43,157020106000310262,10.60009118,40.84967656,0.052,0.029,0,436527104,52,55982.47366898,10,21,21.3999,0.0471,21.584,0.1466,115000,21.7456,0.0612,22.1117,0.3262,115000,21.4767,0.1695,21.1723,0.2027,115000,21.1626,0.1092,,,115000,,,,,114720
8137,156980102839228835,0.7671667,0.744358,10.2839,40.8233,FUVCaF2,FUVSilica,10.2839,40.8233,22.02,19.619,0.149,3,10.2839,40.8235,21.941,23.928,0.248,3,0.77,156980102839228835,10.28392679,40.82350577,0.025,0.016,0,436527104,52,55954.68678241,4,32,20.7479,0.0165,20.7554,0.0392,115000,20.8971,0.0432,21.2218,0.0722,115000,21.1111,0.0786,21.0964,0.2968,115000,20.9461,0.4055,20.0087,0.2004,115000,,,,,16416
8143,157110111290271714,0.9841091,0.878874,11.1292,40.9261,NUVN2,NUVB15,11.1292,40.9261,21.38,19.663,0.147,6,11.129,40.9259,20.735,19.235,0.162,6,0.8,157110111290271714,11.12901615,40.92589924,0.023,0.007,0,503635968,60,56113.58028935,10,51,18.0005,0.0051,18.0899,0.0024,115000,17.6682,0.0034,17.7416,0.0072,115000,17.5499,0.0032,17.6136,0.008,115000,17.5141,0.0066,17.5994,0.0057,115000,17.5078,0.0111,17.6251,0.0132,115000
8150,157030102459807068,0.981,0.799436,10.246,40.8635,FUVCaF2,FUVSilica,10.246,40.8635,19.876,17.475,0.06,3,10.2459,40.8637,19.557,21.544,0.078,3,1.06,157030102459807068,10.245971,40.86372098,0.017,0.009,0,436527232,52,55925.83965278,5,65,18.7536,0.0083,18.8333,0.0096,115000,18.9479,0.0167,19.0195,0.0128,115000,19.1427,0.0128,19.3181,0.0185,115000,19.2466,0.0283,19.3433,0.0753,115000,19.2978,0.0523,19.1359,0.1235,115000
8156,157160098279356835,0.86433333,0.462017,9.8278,40.9718,FUVCaF2,FUVSapphire,9.8278,40.9718,21.693,19.292,0.131,17,9.828,40.9718,21.645,19.524,0.115,17,0.47,157160098279356835,9.82796807,40.97178083,0.032,0.021,0,436527104,52,56004.73362269,3,33,21.1403,0.0348,21.094,0.0565,115000,21.3131,0.078,21.5929,0.1273,115000,21.0727,0.027,21.0437,0.0454,115000,,,,,16416,,,,,16416
8157,157100101283826513,0.735375,0.068674,10.1284,40.9215,NUVB15,FUVSilica,10.1284,40.9215,22.385,20.668,0.236,3,10.1284,40.9216,21.711,23.698,0.2,3,0.25,157100101283826513,10.12838301,40.92151411,0.051,0.027,0,436527104,52,55918.86847222,3,27,20.8062,0.028,20.7635,0.0543,115000,20.8734,0.0439,21.0491,0.0875,115000,21.1303,0.1526,,,115000,,,,,16416,,,,,16416
8159,156990098584196156,0.9186607,0.151469,9.8585,40.8296,FUVCaF2,FUVSapphire,9.8585,40.8296,22.119,19.718,0.112,"14, 17",9.8585,40.8296,21.93,19.809,0.089,"14, 17",0.07,156990098584196156,9.85845557,40.8296253,0.254,0.066,0,436527104,52,55969.49686343,2,9,21.3898,0.0727,21.577,0.067,115000,21.6964,0.0333,21.9103,0.2116,115000,,,,,16416,,,,,16416,,,,,16416
8183,157090106828559300,0.74845237,0.113768,10.6828,40.9156,FUVCaF2,FUVSilica,10.6828,40.9156,22.57,20.169,0.205,6,10.6827,40.9156,21.778,23.765,0.211,6,0.21,157090106828559300,10.68279784,40.91556844,0.064,0.037,0,436527104,52,55823.28372685,3,15,21.1941,0.019,21.055,0.1132,115000,21.3925,0.0829,21.5233,0.2897,115000,21.9969,0.2224,,,115000,,,,,16416,,,,,16416
8193,156920102884527852,0.9129583,0.799462,10.2882,40.7726,NUVN2,NUVB15,10.2882,40.7726,22.301,20.584,0.219,3,10.2885,40.7727,21.178,19.678,0.191,3,0.79,156920102884527852,10.28846724,40.77269142,0.003,0.001,90,436527104,52,56026.49804398,5,72,18.6167,0.0058,18.5971,0.0098,115000,18.29,0.0053,18.279,0.0134,115000,18.1756,0.0065,18.1714,0.0151,115000,18.1596,0.0129,18.2477,0.0223,115000,18.1631,0.0196,18.2524,0.027,115000
8194,156910104199097289,0.71601784,0.443072,10.4198,40.7639,FUVCaF2,FUVSapphire,10.4198,40.7639,22.946,20.545,0.221,3,10.4199,40.7639,22.741,20.62,0.186,16,0.26,156910104199097289,10.41994464,40.76384391,0.031,0.016,0,436527104,52,55916.35228009,4,34,20.8505,0.0243,20.9799,0.0706,115000,20.6173,0.0185,20.6279,0.1278,115000,20.6561,0.0367,,,115000,20.648,0.1158,21.1414,0.2925,16696,,,,,114720
8198,156880098423446108,0.86485714,0.131443,9.8424,40.7379,FUVCaF2,FUVSapphire,9.8424,40.7379,21.258,18.857,0.106,14,9.8423,40.7379,21.292,19.171,0.096,14,0.25,156880098423446108,9.84235434,40.73791167,0.032,0.021,0,436527104,52,55802.81761574,5,27,21.0115,0.0443,21.1997,0.0363,115000,21.185,0.0387,21.2978,0.1183,115000,21.5427,0.0506,21.7218,0.117,115000,,,,,114720,,,,,114720
8199,157080105757657201,0.76208335,0.248694,10.5758,40.9055,FUVCaF2,FUVSilica,10.5758,40.9055,21.468,19.067,0.091,"3, 6",10.5758,40.9055,21.09,23.077,0.116,"3, 6",0.15,157080105757657201,10.57571757,40.90547015,0.024,0.02,90,436527104,52,55941.69603009,10,62,19.8952,0.0128,19.9098,0.0346,115000,19.939,0.015,19.7898,0.061,115000,19.9509,0.0331,19.7848,0.0219,16892216,19.9657,0.0387,19.9379,0.0399,115000,19.7009,0.0724,19.592,0.1008,115000
8205,156990103132425847,0.98184526,0.581261,10.3132,40.8292,FUVCaF2,FUVSilica,10.3132,40.8292,20.603,18.202,0.08,3,10.3135,40.8293,21.41,23.397,0.176,3,0.88,156990103132425847,10.31324686,40.82935752,0.017,0.006,0,436527104,52,55959.18657407,5,72,17.9659,0.0086,17.9113,0.0112,115000,18.0799,0.0053,17.9789,0.0198,115000,18.2471,0.0082,18.2326,0.0203,115000,18.3507,0.0097,18.2439,0.0268,16892216,18.3888,0.0158,18.371,0.0281,16892216
8217,157160105300718882,0.59427977,0.344318,10.53,40.9736,FUVCaF2,FUVSilica,10.53,40.9736,21.441,19.04,0.111,3,10.53,40.9736,20.946,22.933,0.137,3,0.15,157160105300718882,10.53006973,40.97352015,0.036,0.031,0,436527104,52,55930.11638889,4,45,20.1681,0.0249,20.0752,0.0437,16892216,20.3873,0.0228,20.5222,0.0646,115000,20.5934,0.0223,20.6689,0.033,115000,20.6855,0.0158,20.7845,0.1028,115000,,,,,16416
8223,157010101898256315,0.5217381,0.884159,10.1902,40.8465,FUVCaF2,FUVSilica,10.1902,40.8465,22.518,20.117,0.187,3,10.1901,40.8468,21.596,23.583,0.187,3,1.2,157010101898256315,10.18992998,40.84636363,0.062,0.062,90,436281344,52,56323.0474537,2,4,,,,,16416,,,,,16416,21.2247,0.099,21.4661,0.1802,16696,20.5617,0.1161,,,115000,19.9469,0.1053,19.2963,0.1509,114744
8240,156930098992462990,0.9350179,0.195827,9.8992,40.7769,FUVCaF2,FUVSapphire,9.8992,40.7769,21.657,19.256,0.124,14,9.8991,40.7769,21.925,19.804,0.127,14,0.18,156930098992462990,9.89925679,40.77693331,0.055,0.028,0,436527104,52,55992.02333333,8,25,20.839,0.0185,20.8814,0.068,115000,21.0363,0.0452,21.2277,0.1456,115000,21.4505,0.0735,,,115000,21.4576,0.2785,,,115000,,,,,16416
8245,156980099032053761,0.91295236,0.318869,9.9033,40.8192,FUVCaF2,FUVSapphire,9.9033,40.8192,21.064,18.663,0.071,"14, 17",9.9033,40.8193,21.078,18.957,0.062,"14, 17",0.06,156980099032053761,9.90320256,40.81924907,0.02,0.012,0,436527104,52,56001.46832176,5,37,20.3112,0.0136,20.3406,0.0373,115000,20.4849,0.0268,20.6147,0.0241,115000,20.6478,0.0226,20.7697,0.0531,115000,20.9231,0.0286,20.9818,0.0792,115000,19.7002,0.1692,19.439,0.2684,115000
8246,156960102608290950,0.96666664,0.715359,10.2607,40.8,NUVN2,NUVB15,10.2607,40.8,21.9,20.183,0.181,3,10.2608,40.8002,19.468,17.968,0.09,3,0.74,156960102608290950,10.26084021,40.80016799,0.005,0.003,0,503635968,60,55968.57930556,10,68,15.6215,0.0023,15.6943,0.0017,115000,15.2064,0.0025,15.2698,0.0042,115000,15.0556,0.004,15.1251,0.0015,115000,15.0367,0.0049,15.105,0.0019,115000,14.9932,0.0025,15.076,0.0038,115000
8249,156970105350028835,0.6324464,0.789142,10.5348,40.8152,NUVN2,FUVSilica,10.5348,40.8152,21.312,19.812,0.2,3,10.5348,40.8152,21.664,23.651,0.188,3,0.29,156970105350028835,10.53507009,40.81512083,0.036,0.02,90,436527104,52,56166.52633102,5,43,21.4153,0.042,21.4754,0.0517,115000,20.9731,0.0219,20.8335,0.0633,115000,20.4183,0.0184,20.3414,0.0468,115000,20.1279,0.0773,20.0914,0.0943,115000,19.7215,0.0794,19.6723,0.0993,115000
8251,156870101409717326,0.65846723,0.359467,10.1408,40.7305,FUVCaF2,FUVSapphire,10.1408,40.7305,21.391,18.99,0.117,14,10.1408,40.7305,21.346,19.225,0.101,14,0.13,156870101409717326,10.14085663,40.73040984,0.178,0.092,0,444915712,53,56016.56210648,2,16,20.4248,0.0774,19.5706,0.0613,16892216,20.8053,0.0023,20.586,0.0601,16696,20.7378,0.0635,20.7009,0.1239,16696,20.564,0.108,20.6944,0.1776,16696,,,,,114720
8265,156970105365160487,0.85725,0.29478,10.5366,40.8083,FUVCaF2,FUVSapphire,10.5366,40.8083,21.974,19.573,0.101,"3, 16",10.5364,40.8083,22.229,20.108,0.147,16,0.46,156970105365160487,10.53651043,40.80825408,0.066,0.032,0,436527104,52,55868.4890625,2,19,20.916,0.0254,21.0533,0.0255,16892216,21.1578,0.0452,21.0481,0.1252,115000,21.7429,0.1509,,,16696,,,,,16416,,,,,16416
8272,156810104196613781,0.5066964,0.290009,10.4197,40.6776,FUVCaF2,FUVSapphire,10.4197,40.6776,22.085,19.684,0.157,16,10.4198,40.6775,22.744,20.623,0.2,16,0.48,156810104196613781,10.41967274,40.67767786,0.113,0.051,0,436527104,52,56060.7137037,3,16,21.4883,0.0243,21.5855,0.0918,115000,21.5133,0.1304,,,16696,21.3873,0.0693,,,16696,21.111,0.1772,,,115000,20.1408,0.1925,20.2875,0.3163,115000
8273,156830098189493403,0.8398333,0.285529,9.8189,40.694,FUVCaF2,FUVSapphire,9.8189,40.694,21.055,18.654,0.097,14,9.8189,40.694,21.188,19.067,0.09,14,0.06,156830098189493403,9.81896,40.69393503,0.063,0.046,0,436527104,52,55831.13508102,2,20,21.3067,0.037,21.2643,0.0765,115000,21.59,0.0151,21.5441,0.1682,115000,,,,,16416,,,,,16416,,,,,16416
8274,156860101361937447,0.53775,0.162404,10.1363,40.7224,FUVCaF2,FUVSapphire,10.1363,40.7224,21.499,19.098,0.139,14,10.1362,40.7224,21.248,19.127,0.109,14,0.37,156860101361937447,10.13624409,40.72238452,0.061,0.036,0,444915712,53,56056.8628588,2,17,19.8862,0.0255,19.0186,0.1352,16892216,20.1507,0.042,18.9379,0.0225,16892216,20.3902,0.0653,19.3001,0.0592,16793912,,,,,16416,,,,,16416
8275,157060100080263430,0.89739585,0.373329,10.0079,40.8857,FUVCaF2,FUVSapphire,10.0079,40.8857,22.462,20.061,0.129,"14, 17",10.008,40.8857,22.099,19.978,0.099,"14, 17",0.26,157060100080263430,10.0080269,40.88566063,0.033,0.021,90,436527104,52,55942.66853009,3,54,20.0313,0.0192,20.2781,0.0342,115000,20.1849,0.0239,20.4145,0.0571,115000,20.3531,0.0257,20.662,0.0784,115000,20.3119,0.1164,20.4231,0.1085,16696,19.7625,0.15,19.776,0.204,16696
8278,157020104088384390,0.7615833,0.529742,10.409,40.8531,FUVCaF2,NUVB15,10.409,40.8531,23.053,20.652,0.238,3,10.4089,40.8531,22.212,20.495,0.209,3,0.19,157020104088384390,10.40880675,40.85311694,0.057,0.01,90,436527104,52,56047.1272338,5,69,20.4302,0.025,20.2428,0.0551,16892216,19.9078,0.012,19.827,0.0611,16892216,19.4332,0.0093,19.5178,0.0324,115000,19.1032,0.034,19.2095,0.0322,115000,18.8901,0.0158,19.081,0.058,115000
8296,157150104927474608,0.72007143,0.221729,10.4927,40.9617,FUVCaF2,FUVSilica,10.4927,40.9617,20.835,18.434,0.087,3,10.4927,40.9617,20.385,22.372,0.111,3,0.09,157150104927474608,10.49275176,40.9616524,0.117,0.047,0,436527104,52,56041.92684028,2,23,20.3951,0.025,20.3662,0.0535,115000,20.411,0.04,20.0237,0.0872,16892216,20.7184,0.1246,20.7476,0.0734,16696,,,,,16416,,,,,16416
8302,157040103381724559,0.6444762,0.511655,10.3382,40.8698,FUVCaF2,NUVB15,10.3382,40.8698,22.935,20.534,0.226,3,10.3381,40.87,22.184,20.467,0.211,3,0.61,157040103381724559,10.33820363,40.8699421,0.066,0.038,0,436527104,52,55873.81649306,2,15,21.4537,0.0466,21.2978,0.0795,115000,21.6247,0.0442,,,115000,,,,,16416,,,,,16416,,,,,16416
8303,157150101825321176,0.51348215,0.876447,10.1825,40.959,FUVCaF2,NUVB15,10.1825,40.959,21.933,19.532,0.152,3,10.1827,40.9594,21.6,19.883,0.169,3,1.43,157150101825321176,10.18265207,40.95878533,0.029,0.017,90,444915712,53,56060.87319444,5,40,20.5612,0.1989,,,115000,20.2133,0.0328,19.6353,0.0638,16892216,20.1994,0.0293,19.9508,0.0474,16892216,20.0856,0.0357,20.0338,0.056,115000,19.7685,0.1334,19.8764,0.0281,115000
8305,156900100947210616,0.75325,0.126211,10.0949,40.75,FUVCaF2,FUVSapphire,10.0949,40.75,21.114,18.713,0.101,14,10.0949,40.75,21.26,19.139,0.096,14,0.09,156900100947210616,10.09486428,40.75002229,0.023,0.018,0,444915712,53,55960.10982639,3,55,20.2564,0.0232,20.356,0.0586,115000,20.1538,0.0228,19.9327,0.0476,16892216,20.0828,0.0339,19.6353,0.037,16892216,19.5937,0.1721,19.1774,0.0085,16793912,19.1202,0.087,18.8999,0.1151,16696
8322,156910104241539280,0.75486904,0.11811,10.4241,40.7655,FUVCaF2,FUVSapphire,10.4241,40.7655,20.893,18.492,0.064,"3, 16",10.4242,40.7655,20.988,18.867,0.086,16,0.12,156910104241539280,10.42413845,40.76548489,0.04,0.021,0,436527104,52,55908.34064815,2,22,20.6842,0.0245,20.7934,0.058,115000,21.0552,0.0647,20.818,0.0639,115000,,,,,16416,,,,,16416,,,,,16416
8329,156970099347918285,0.5871875,0.824591,9.935,40.8149,FUVCaF2,FUVSapphire,9.935,40.8149,22.3,19.899,0.125,"14, 17",9.9351,40.815,22.163,20.042,0.099,"14, 17",0.23,156970099347918285,9.93479106,40.81473429,0.158,0.156,0,436527104,52,55809.58372685,2,8,,,,,16416,21.5027,0.1698,21.6005,0.2873,16696,20.9387,0.0605,21.0764,0.249,16696,20.926,0.0262,21.1241,0.16,115000,,,,,114720
8332,157170108060778299,0.9925,0.73343,10.8062,40.9812,NUVN2,NUVB15,10.8062,40.9812,22.245,20.528,0.232,6,10.8061,40.9813,20.966,19.466,0.18,6,0.49,157170108060778299,10.80602994,40.98135819,0.009,0.008,90,503635968,60,56061.80635417,5,65,17.3973,0.0053,17.4634,0.0037,115000,16.9332,0.0032,17.0049,0.0057,115000,16.724,0.0037,16.7935,0.0071,115000,16.6482,0.0116,16.7005,0.0153,115000,16.6271,0.0063,16.7055,0.0077,115000
8333,156850101296543593,0.86777085,0.1427,10.1296,40.7108,FUVCaF2,FUVSapphire,10.1296,40.7108,20.991,18.59,0.1,14,10.1296,40.7109,20.783,18.662,0.081,14,0.17,156850101296543593,10.12963988,40.71082564,0.118,0.034,0,436527104,52,55878.70005787,2,25,20.2549,0.0289,20.2195,0.0448,16892216,20.4376,0.0379,20.4026,0.0531,115000,20.6749,0.0779,20.5837,0.1226,16793912,,,,,16416,,,,,16416
8335,156850101371229838,0.9798512,0.029019,10.1371,40.716,FUVCaF2,FUVSapphire,10.1371,40.716,18.725,16.324,0.045,14,10.1371,40.716,18.767,16.646,0.042,14,0.05,156850101371229838,10.13710885,40.71599553,0.019,0.01,90,436527104,52,55915.93951389,5,67,18.0801,0.0036,18.0782,0.0072,115000,18.302,0.0127,18.4014,0.0157,115000,18.5317,0.011,18.6985,0.019,115000,18.7319,0.0136,18.9821,0.0231,115000,18.8463,0.0321,19.064,0.0783,115000
8338,156880109057897631,0.99666667,0.383407,10.9057,40.7392,NUVN2,NUVB15,10.9057,40.7392,20.74,19.023,0.114,6,10.9058,40.7391,18.622,17.122,0.067,6,0.18,156880109057897631,10.90575235,40.73910116,0.004,0.003,90,503635968,60,55956.13229167,5,65,14.6423,0.0038,14.6861,0.0014,115000,14.1447,0.0016,14.1863,0.0034,115000,13.9265,0.0012,13.9862,0.0025,16892216,13.8606,0.0043,13.9052,0.0025,115000,13.7973,0.004,13.8102,0.0022,115000
8342,156970102151926201,0.53804165,0.649907,10.2153,40.8128,FUVCaF2,FUVSapphire,10.2153,40.8128,22.224,19.823,0.113,"3, 14",10.2153,40.813,22.211,20.09,0.144,14,0.76,156970102151926201,10.21520078,40.81296417,0.019,0.016,0,444915712,53,56087.17453704,5,51,20.9595,0.0508,20.5074,0.0845,16892216,20.4447,0.0375,20.2301,0.0751,16892216,20.2178,0.0223,20.1524,0.0412,115000,20.0343,0.0399,20.1536,0.051,115000,19.809,0.1924,20.3115,0.286,115000
8353,156940098336301518,0.9714583,0.090569,9.8336,40.7841,FUVCaF2,FUVSapphire,9.8336,40.7841,21.133,18.732,0.079,"14, 17",9.8336,40.7841,21.114,18.993,0.089,14,0.1,156940098336301518,9.83361528,40.78407766,0.007,0.005,90,436527248,52,56012.93233796,10,58,18.6849,0.0114,18.6909,0.0134,115000,18.7822,0.0143,18.8865,0.0402,115000,18.8898,0.0069,18.9569,0.0217,115000,18.989,0.0097,19.1148,0.03,115000,19.049,0.0266,19.1589,0.0516,115000
8354,157030099376446125,0.64416665,0.024779,9.9376,40.8629,FUVCaF2,FUVSapphire,9.9376,40.8629,21.995,19.594,0.105,"14, 17",9.9377,40.8628,21.999,19.878,0.093,"14, 17",0.19,157030099376446125,9.93759434,40.86289461,0.047,0.028,0,436527104,52,55827.26190972,3,21,21.1973,0.032,21.1315,0.0673,115000,21.2833,0.0309,21.2991,0.1203,115000,21.3338,0.0506,21.2285,0.0757,115000,,,,,16416,,,,,16416
8355,156990103116068624,0.80395836,0.525021,10.3116,40.8315,FUVCaF2,FUVSilica,10.3116,40.8315,20.858,18.457,0.088,3,10.3115,40.8317,20.64,22.627,0.122,3,0.72,156990103116068624,10.31161443,40.83164543,0.034,0.03,0,436527104,52,55976.45421296,3,31,20.5388,0.0262,20.557,0.0341,115000,20.798,0.0534,20.5807,0.0255,115000,21.0323,0.0522,20.8213,0.1357,115000,,,,,0,,,,,16416
8361,156990102884238710,0.7802917,0.537074,10.2883,40.8316,FUVCaF2,NUVN2,10.2883,40.8316,23.044,20.643,0.241,3,10.2884,40.8317,21.34,19.84,0.203,3,0.54,156990102884238710,10.28839102,40.83173234,0.045,0.032,0,436527104,52,55934.87760417,3,21,21.0524,0.0476,21.2205,0.0602,115000,21.349,0.0433,21.6804,0.2184,115000,21.3204,0.0371,21.527,0.1471,115000,,,,,16416,,,,,16416
8362,157180101423151814,0.94654167,0.413562,10.1424,40.9844,NUVN2,NUVB15,10.1424,40.9844,20.471,18.754,0.098,3,10.1422,40.9844,20.066,18.566,0.113,3,0.56,157180101423151814,10.1423233,40.98430078,0.081,0.024,0,436527104,52,55900.73539352,5,54,20.1621,0.0192,20.1491,0.034,115000,20.3943,0.0143,20.4408,0.0516,115000,20.5402,0.0196,20.7186,0.0499,115000,20.4906,0.0355,20.4983,0.055,115000,19.8286,0.0412,20.0031,0.0817,115000
8367,157090101170595061,0.80675596,0.620264,10.1172,40.9119,NUVN2,NUVB15,10.1172,40.9119,20.929,19.212,0.119,3,10.117,40.912,20.221,18.721,0.125,3,0.73,157090101170595061,10.11698986,40.91196683,0.015,0.008,90,436527104,52,55910.52039352,5,46,19.8249,0.022,20.0687,0.0284,115000,19.8909,0.0442,20.1516,0.0279,115000,20.0721,0.0527,20.4738,0.1041,115000,20.4008,0.0648,20.8578,0.0668,115000,20.2388,0.2022,,,115000
8373,156910105107978682,0.96384525,0.57753,10.5107,40.7649,NUVN2,NUVB15,10.5107,40.7649,21.538,19.821,0.153,3,10.5109,40.765,19.851,18.351,0.103,3,0.62,156910105107978682,10.51080238,40.76504044,0.007,0.004,0,503635968,60,55961.37599537,5,73,16.2557,0.0043,16.3198,0.0058,115000,15.8561,0.0034,15.9036,0.0022,115000,15.7081,0.0033,15.7629,0.0035,115000,15.6783,0.0044,15.75,0.0078,115000,15.6457,0.0031,15.692,0.0049,115000
8374,156990100990280489,0.8276012,0.067179,10.099,40.8249,FUVCaF2,FUVSapphire,10.099,40.8249,20.877,18.476,0.091,14,10.099,40.8249,20.555,18.434,0.071,14,0.05,156990100990280489,10.09900947,40.82488277,0.012,0.01,0,436527104,52,55954.13165509,5,75,18.5934,0.011,18.718,0.0141,115000,18.7196,0.012,18.8885,0.0309,115000,18.8863,0.0155,19.1133,0.0353,115000,18.9971,0.0222,19.1833,0.013,115000,19.1755,0.0259,19.3852,0.0715,115000
8375,156990104191586616,0.54752976,0.418185,10.4192,40.8301,FUVCaF2,NUVB15,10.4192,40.8301,22.772,20.371,0.21,3,10.419,40.83,21.907,20.19,0.175,3,0.45,156990104191586616,10.41916074,40.8299877,0.143,0.062,0,436527104,52,55903.72678241,1,12,21.7927,0.0762,21.7973,0.1025,115000,21.8906,0.2075,,,20536,,,,,16416,,,,,16416,,,,,16416
8377,156890108966927373,0.995875,0.446892,10.8967,40.7474,NUVN2,NUVB15,10.8967,40.7474,21.73,20.013,0.18,6,10.8967,40.7473,20.147,18.647,0.125,6,0.34,156890108966927373,10.89667991,40.7472768,0.005,0.003,90,503635968,60,56061.72299769,5,65,16.9491,0.0019,17.0066,0.0025,115000,16.5641,0.0033,16.6255,0.0053,115000,16.4258,0.0014,16.4915,0.0034,115000,16.3979,0.003,16.453,0.005,115000,16.3643,0.0048,16.4265,0.006,115000
8379,156830098027024409,0.91479164,0.152626,9.8026,40.6947,FUVCaF2,FUVSapphire,9.8026,40.6947,20.48,18.079,0.077,14,9.8026,40.6947,20.656,18.535,0.074,14,0.06,156830098027024409,9.80256925,40.69473541,0.015,0.012,0,436527104,52,55822.29912037,4,43,20.2854,0.0231,20.4109,0.019,115000,20.4741,0.0175,20.5374,0.0472,115000,20.7553,0.022,20.8638,0.077,115000,20.8837,0.1149,20.9954,0.1869,115000,,,,,16416
8380,156810095701086020,0.99541664,0.050457,9.5702,40.6795,FUVCaF2,FUVSapphire,9.5702,40.6795,21.127,18.726,0.099,18,9.5702,40.6795,21.118,18.997,0.097,18,0.09,156810095701086020,9.57020247,40.67948611,0.084,0.033,0,906289152,108,55774.50107639,5,62,13.329,,,,114724,13.0,,,,114724,12.878,,,,114724,12.833,,,,114724,12.7225,0.0025,12.7349,0.0009,115000
8384,157110099751907413,0.8791488,0.213559,9.9753,40.9306,FUVCaF2,FUVSapphire,9.9753,40.9306,21.99,19.589,0.153,17,9.9752,40.9306,21.893,19.772,0.131,17,0.23,157110099751907413,9.97523574,40.93063409,0.03,0.014,0,436527104,52,55806.03204861,5,30,20.684,0.0231,20.8515,0.0455,115000,20.5568,0.0255,20.761,0.0322,115000,20.8518,0.0304,21.0217,0.034,115000,20.8894,0.0659,21.5623,0.2022,115000,,,,,114720
